userId,productId,Rating
A2C4V180PHUTDV,B00004SABB,1.0
A3CWLHT8Y2BZB6,B00004RC2D,4.0
A2IGB9QTU7LK4V,B000001ON6,1.0
A4OAW3JQC5UNM,B00000J1EP,5.0
ANZ7FCG0PA9TK,B00003ETSJ,5.0
A1ISUNUWG0K02V,B00000JHVP,5.0
A3CJ3NSPE4JZDL,B00000JSGF,4.0
A373R2TBXL3Y79,B00004T1XK,3.0
A3HYF6WCIP4XXR,B000001ON6,3.0
A388VBF9JYOLGG,B00004SB92,1.0
AGDJFPY7X0AAA,1400599997,5.0
A23IY4Z3ERIEK7,B00004TDMX,5.0
A2IJ3TTSSARG21,B00004SYN4,3.0
A1CF7TNAGF4N2H,B00004T8R2,5.0
A309WIJG2D86ZR,B00003CWDH,4.0
A35MNC2JFC2GZE,9888002198,1.0
A1UKF86ZYER736,B00000JD34,5.0
ATY7T4WPLOCYX,B00004T8R2,5.0
A9O2TF78V878G,B00001OPJZ,5.0
A68L4QZPOA7DM,B00000J3UH,5.0
A3NXN2XK3S4HN1,B00000JDF5,5.0
AJUWQGQIX9M8Y,B00004SABB,3.0
AG5PQ5SE1W8Q0,B00004TBLW,5.0
A18VFC11SELRUQ,B00004TETU,5.0
AUGKVL076AUOR,B000038ABH,5.0
AHQEZONRQERW2,B00004R8VC,3.0
AJ4GWET8SSPG2,B00000J4VK,5.0
A1RWWF3684CRFB,B00003WGP5,5.0
A16EJ8D5WX070W,B00001QEMF,5.0
A332DHDQ2DVZXU,B00001P4ZH,3.0
A1579QZEPU1TZ6,B00004SABJ,5.0
AHRFTJL4OO3X2,1615527672,5.0
A3H7CDHN9Q6A1C,B0000226IH,2.0
A1BZ5E0TU5SEDY,B00000J0D8,4.0
A36T7WFA475ZOT,B00000J3NF,5.0
A2ZG7SSHO1VKI4,B00003006K,2.0
A1REC5AYMCAXBA,B00003CWDH,5.0
A2I06VD2BMUKTW,B00002EQCW,4.0
ALB19ZS1KG90T,B00001OPJZ,1.0
A3BT623RL5GXXU,B00003006E,5.0
A3W112102BC6BG,B00000JYXK,5.0
A1EEBYBLZSX893,1400501776,5.0
A3JT4RP8UEGL4N,B00001W0DF,4.0
A2X1JGIN31F8WP,0972683275,5.0
A1IT7KPZW9DY05,B00004RIGR,5.0
AOKPBIQQ8GJ3B,B00003CW9Q,5.0
AS538VA94I9NY,B00004TDLD,5.0
A63W7YFZC6H2T,9985553993,1.0
A2PFK5F6T1XKZW,B00000J05A,3.0
A2STSTRQD1OE7G,B00001ZWXA,5.0
AKZ7Y94O4P0NM,B00000J0D2,2.0
AQRKWQAW6U617,B00000JD4W,1.0
A3HW0ZYLV9M7B1,B00002JXFH,4.0
A355B9HM87SFHE,B00000K10E,3.0
A2LZ0ODVYL94VV,B00004SABJ,1.0
A1UVUDG4DQ66L,B00004T8R2,4.0
AJE2JKO2Z5PWY,B00000JBJQ,5.0
A3CWU14LXQQTL,0972683275,4.0
A2SPYNDMC4DPFV,B00002SWHH,3.0
AE4OL6K9S0ADU,B00001P4ZH,5.0
A1R5FSANQ02WO,B00000J1EJ,4.0
A1CAZU4EPZMZZO,B00000J4FS,1.0
A2Y6AQF2J74NMA,B00000JI4F,4.0
A3JRAKUG0TB81C,B00004SB92,5.0
A32RDPAKVCVXTA,B00001ZWXA,5.0
A12UB0W1MAK18U,B00001W0EQ,1.0
A3LWMEK3VOSNTM,B00001P4ZH,4.0
AIE5ROZQ3BPV1,B00000DM9W,5.0
A1EZRW31XUX5UZ,B00000JII6,4.0
AES1FYS2A924R,B00004TDL2,4.0
A3CNW5E7W5V1FQ,B00000J3NE,5.0
AUVX4758GOLUX,B00000J4CR,4.0
A2L7URQ9FR0U92,B00004SABB,4.0
A1EIWODDMUS2T6,B00004TDRH,2.0
A3QN75I7JJCDZ3,B00000JD4W,4.0
A3Q5O3IXRGRVML,B00004SB92,5.0
A2IBDTAQUO9UI8,B00001P4ZH,3.0
A10R0C79S921EP,B00001WRSJ,5.0
A1VY4R7A8OLCHG,B00000J1U8,5.0
A16SEF6AOKXG8Y,B000001OMN,1.0
A1XYNCX4LE9TGY,B00004T1XE,4.0
A1LDIMQISH07WK,B00004TDA2,5.0
A15WQTFVJZ1Z3R,B00000JSEQ,4.0
A203DX6JIS8B4L,9623499043,4.0
A111GYEU02AGP6,B00004TDLD,5.0
AURZ4YQ270W3T,B00004TEUD,4.0
A3LEEYF7H7VUOH,B00001P4ZH,5.0
A20OM6UCI47FCL,B00004S7T4,3.0
A3EFTKDL750VTG,B00004SY4F,4.0
A1D5HLEQD8J0MI,B00001P4ZH,4.0
A3J2GHW92RE8F,5342765439,5.0
A2MWOREAPXDEOL,B00003006R,4.0
AP4J81HCW8ZWH,B00001WRSJ,4.0
A2JO8NBR9VJG6E,B00004T8R2,5.0
A13XXEDZLVHI3J,B00001XE07,1.0
A6ZPLVAUQ6695,B00004SABH,5.0
AJSDQU6K0XWNY,B00004T1XK,5.0
AISWP70UKURX,B00003CWFA,3.0
A2GOXBFMFPY92O,B00004THCZ,3.0
A1IGL4P8P19B9,B00001WRSJ,5.0
A254AGEWJ5VRFI,B00001WRSJ,5.0
A1S43AJ24LNR93,B000031KIM,5.0
A3GKEM591MMIRY,B00004LC7Z,4.0
A2O86F06L5VWYD,B00000K135,5.0
AWUM3I1361NSA,B00000JDGP,5.0
A38YWVKHDGWXFF,B00004T8R2,5.0
AS59EO9N0ZQWN,B00001QEMF,4.0
A4VJVPNIDMQDW,B00004T1XK,3.0
A24FV17DPIW1HK,B00001P4ZH,5.0
A333CVW40B69M4,B00003CWDK,4.0
A1KA3SU6HPPRCQ,B00004T1MB,4.0
A24PO6PDRD5XH9,5135000011,5.0
A3IONEIQB9028N,B00004T8R2,5.0
A136RLX198WEGA,B00000J1P3,2.0
A38BZZ3EG2X5IF,B00004SABJ,5.0
A1T6GNT7IKA5JV,B00000JFIF,5.0
AJ7413ZDW3VQO,B00004THCZ,5.0
A3PXRHR3HQY2E3,B00004SQET,5.0
A21B8AV7E3MPXE,1400501520,5.0
A3PGVJF37JSHFO,B00004THD8,5.0
A3I7LQ4SD5WZ72,B00004T8R2,5.0
AXVZ3MN2J0O3Z,B00000JGN9,4.0
A1MZK8I2N04BW3,B0000488VI,5.0
A2P45JTLZQ5C8V,B00000DM9W,5.0
A276ORIP4J8WJI,B00001P4XA,2.0
A1Q9N8PS1WMXJO,B00003ZDJ7,5.0
A29ENREA7EWLKN,B00003006R,4.0
A2CZ5D54ZLQQLI,B00004SQET,1.0
A128I7HTR8MBQ,B00000JX3C,3.0
A1P1UM9IRVNTPR,B000023VUL,4.0
A3SYYROPVTOKG9,B00004T8R4,3.0
A2P7A3VVNSIUQM,B00004SA31,5.0
A3TPN9G3FWW6FK,B00001W0DI,5.0
A3FUWW5XLTWY8,B00001P4ZH,5.0
A1Q2YZMM79RW0N,B00002NDRQ,5.0
A2ZA65JHCOU81,B00000J4BC,2.0
AEUV9916W7NQM,B00004S9AK,2.0
A3PDU0KJO6QKYW,B00004TDSC,5.0
A3EJE6F6VIHRU8,B00004TBLW,4.0
A1M4NJYP0WNL8Q,B00002JXFH,5.0
A1UHWZK95LSHM7,B00000J4C9,2.0
A1MG598CAUD2CQ,B00004TBLW,1.0
A3PAI6HS53J1PK,B00004SABB,5.0
A20KRZK9FHTF2Q,B00000DM9W,5.0
A298OLP26ZJ040,B00001P4ZH,5.0
A28I63HY1L4MH7,B00002SWHH,5.0
AEHLZMQM4GI8V,B000031KIM,1.0
A3LHB2WXB7T7C0,B00004SABB,5.0
A60LOCEXSY8K4,B00000JD34,4.0
A272QZLRO3CW1,8918010656,5.0
AKZ5C79RZXOLV,B00000JX3C,3.0
A3B2X7BT9UCAR3,B00000J40W,4.0
A26W5C2OC26ZXI,B00000JDF5,5.0
A2MY0PHV4B3WP2,1400501776,4.0
A1XKUTQSHAXX7O,B00004SB92,5.0
A29EPBSXQJP9Z,140053271X,5.0
A1RJZJKJIDRBBT,B00002MZ8E,2.0
A1HZ2KDU01TVVM,B00001P4XH,4.0
A1DE7W7O9L1UYX,B00000JDF5,5.0
A2QRQC6GY32YIZ,B00004SB92,5.0
A23SB6VGGB9E8U,B00004RDMR,5.0
AHGNQEKEW83JG,B00000K13A,5.0
A3STDPXRUJQBOQ,B00000J1V3,5.0
A3NHFBLWM60Y0J,B00001QEMF,4.0
A2FRFAQCWZJT3Q,B00000J1V7,5.0
A3LEM4QXB1UIV0,B00004SB92,5.0
A1M169E2KPZK2D,B00001OWYM,4.0
AVF1BE6EN5COI,6301977173,1.0
A3BX0UKIY07EGU,B00000JSEQ,2.0
A20UZCZSEFL5O3,B00001WRSJ,5.0
AQE1WU0XMYRAS,B00001P4ZH,5.0
AK178FB53M8E0,B000028F42,5.0
A8XCDVPZKDF5S,B00001W0DD,4.0
A2GBW7F6XEFK8P,B00004SSRB,1.0
A1YV98RI8R05FN,B00004SQGI,5.0
A3C1MJ6AYAJ1PP,B00003006A,4.0
AF0TZ5HDTIYP0,B00000J3NG,5.0
A1PSBR1T610QYI,B0000225BD,5.0
A3ICH1PYVHSF0V,140053271X,5.0
A6BWWNC2077SQ,B00001ZWXA,1.0
A388A4BEPBBYR1,B00001WRSJ,5.0
A2B7COP3XQXW3I,B00000JBUI,5.0
A27F45N0YG8SJ,B00004TEN2,1.0
A1JYZL5JL6A9JE,B00000J1EJ,4.0
AHFMRGO3DMPEE,B00000JFE3,1.0
ATDEJ6381GRZJ,140053271X,5.0
A37WZJIGAQRPSL,B00004T8R2,5.0
A20XNKM7ZL6E71,B00000J3SA,5.0
A1B3LQWALW1IXI,B00001P4ZH,4.0
A2ZV2CGPDU2JQV,B00000JBLJ,2.0
A2623SNRHEAJEL,B00001P4ZH,5.0
A1THTUEIOF0YRE,B00004THCZ,5.0
A243HY69GIAHFI,B00002JXFH,2.0
AN3ZP78YEX2FJ,B00000J4GE,1.0
A2QXX2ANSV9SJW,B00001P4ZH,5.0
A24BTOJ12JPYKU,B00000JI4F,5.0
A1GU5ZJEZRSZLY,B00000G20L,2.0
ATDFD3JIN1R1W,B00004SABJ,1.0
A360L42SESCBL7,B00000J1EP,5.0
A30QBVE66419KQ,B00001WRSJ,5.0
A3843QMP8UTBGV,B00004SABJ,5.0
A2LYXW12QM0H1D,B00004T8R2,5.0
A17HKNU77UWH4Y,B00004SB92,5.0
A38WDS1NE5U4R4,B00001ZWXA,1.0
AZ294485X0UCS,1400501466,5.0
A2JA70TJB6U7TS,B00004THQ0,5.0
A5HRZY8YFPN8C,0972683275,5.0
AWKA1U7VG4THB,B00000J3UJ,1.0
A2IKX7H2PLHULP,B00001W0DH,5.0
A1AOK8IY4F9OKZ,B0000206CT,4.0
A3HFRJJH3E4JWS,B00004THDE,5.0
AJTYN2L8T5FER,B00000J4ER,5.0
A20YUUVUWLV8YN,B000001OM4,1.0
AXGZCT9BD8Q78,9625993428,5.0
AXIHPPNW6JI9A,3744295508,1.0
A1LLACL82ZONMN,B00000JBIA,2.0
A35WK8K8W5XVJK,1400501466,1.0
A2C09QDP593F6S,B00001P4XA,5.0
A1KFC6ZE9FQN56,B00004T8R2,4.0
A1US87X5YUEQ7A,B00000J4FS,5.0
A2C71QSEU62RL2,B00002ST80,5.0
A30CV4T4I9Y89P,B00000JDF5,4.0
A1MBIZWJ71BR0P,B00000J1UQ,4.0
A243GF4FL8TW1X,B00000K2YR,4.0
A3NYS0CQL378BJ,B00001ZWXA,1.0
AI78BR0UXFPW1,B00003CWDH,5.0
A3DJ66WBYX2AQA,B00004TDA2,5.0
A35O4FJ1DF3JX2,B00000J1TX,5.0
A1QQGKN20L1SMD,B00004TH9D,4.0
A146VLSA13J830,B00004THDE,5.0
A1I44NPLNWXVC0,9573212919,3.0
A3LA3N5LLZU40Q,B00004SY4H,5.0
AMBP7V5ME7K13,B000021YUL,5.0
AIIGU7JSDMESE,B00004T8R2,3.0
A1CAGTNRSFHJNJ,B00004SABB,5.0
ACXR7FSK1MGVO,9985511476,5.0
A3TPM2VJA0X1Y2,B00004TEN2,5.0
A1U1IW4YBLU29P,B00001W0EQ,4.0
A1K3WDST0H842F,B00001W0DH,5.0
A2PNJTZC1DVLLB,B00000K13A,5.0
AELFAZJYOP332,0972683275,4.0
A2YVLV5DLE6QB4,B00003ETSJ,5.0
A7MDBBVJYVSON,B00000JBPB,5.0
A1PN2U0AWXGVML,B0000488VI,4.0
A3TXZJQWCPYNVS,B00000J1V8,5.0
ASTV43D3AG729,B00000JSGF,5.0
A2WG2RD1RKVP5W,B00004SQET,5.0
A343Y6JLIXAEAH,1400501466,2.0
A2KY8NGYAXAP8U,B00001WRSJ,5.0
A2R567Q24E6AW5,B00000J1V5,5.0
A2U9XJ7DXDMDGC,B00003006E,1.0
A7696ALS0LKSV,B00002EQCW,5.0
A3FTI86WAVJOLG,B00004SB92,5.0
A16N4XL861Q0P3,7214047977,5.0
ADJO218PD3TT3,B00000J4GI,2.0
A1NBYVMBAKSMEX,B00001P4ZH,1.0
A74HK3XXFGZ9G,B00000K2YR,2.0
A1VIOMFVTNCVOD,B00002SWF3,5.0
A304KSGG0DYI11,B00000JDF5,4.0
A1ZS4PXAIELYDW,B00004T8R2,5.0
AV71FH93VN42I,B00001ZWXA,5.0
A3UE9QQ7I0DEKK,1616826053,5.0
A3KZ7DA7LG3I63,B00000J1V5,5.0
A2N8DYL17G3I7C,9983891212,5.0
A1EKB0SYZ81ZV,B00000J1SC,5.0
A3HN66AGQMOCFQ,B00000J1QK,5.0
AY62TN9VGKI2Z,B00004SYNW,2.0
A2GML5RFMHMAYW,B00000K2YR,5.0
A092907613PUH3WG01CIR,B00003CWDH,5.0
A1ZUTHZSBJ3AGX,B00004RKEX,4.0
A9KOC3PXLXYSB,B00001WRSJ,5.0
APHS698DYZNKX,B00001OPJV,5.0
A2EQDO4CUK1QW9,B00000J6WY,5.0
A1LUE84R341L1Q,B00000J1V5,5.0
A144K06O8FSZUG,B00001WRSJ,5.0
A3AJJ4QZBHBWOM,B00000JFHW,2.0
A1WYKNREHQ30KE,B00000JBHP,4.0
AUQX2NKVSRZ2A,B00004SABJ,5.0
A308NIOLOD935Q,B00003G1QT,4.0
A309TKC3JDBC34,B00000J4IX,1.0
A3AIIBXOIZ3J2O,B00001QEMF,5.0
A38TK0H2B0G0KR,B00001P4XA,4.0
A92D6I4IX7PGC,B00003006R,5.0
A1HHI0WDN26M8L,B00001QEAI,5.0
A2PGLROQ0BGCN1,B00004T1XE,5.0
A2MUCVJJFNIP4S,B00003CWA6,5.0
A14IWQUCJKNTER,B00000DM9W,5.0
ARXU3FESTWMJJ,B0000206CT,5.0
A3IC8GTTGWS5WB,B00003CW9Q,5.0
A3EQAYW77WVESM,B00004T8R2,4.0
A36R3NPGHIP0KI,B00000K2YR,4.0
A1J186FNSRRIAQ,B00004SABB,5.0
A2QNGYJS06AZF3,B00001W0DI,4.0
A331S5N5PNSOV0,B000001OM5,5.0
A2CUFOTZF9A1S6,B00004S7T4,5.0
A2MPQHYMT258ZV,B00001X5AL,4.0
A3H6N35GUGF984,B00004T8R2,4.0
A2OACLZ170NLTI,1400532736,1.0
AOCFAJNAL3A03,B00004SABB,1.0
A3TOWKGM42O0Y9,B00000K2YR,5.0
A1KWISNURBH70V,B00004THDE,5.0
AVA3OYU7GHAI8,B00000J3NF,4.0
A3L52J6CJJSZYA,B00004SB92,5.0
A38UHH4GW6S1PZ,B00004THCX,3.0
A1EG9JROM3H5RD,B00002JXG8,4.0
AO10RQNW4Y0TW,B00004T1XE,5.0
A3K1EY7XKPSTMH,B0000225BD,5.0
A5KVCOL376GWZ,B00004NKLM,4.0
A8BADJY8RYC8P,1400532655,1.0
AH23T6INOA4K0,B0000225BA,2.0
A1AIZOJSKXYNWD,0972683275,4.0
AN2Y0K0LM7IGF,B00004THCZ,5.0
A3JJBH0X3FTT5E,B00003006E,5.0
A33KUABQOFOHP6,B00000JDHV,5.0
A2S33I8S9FJF7,140053271X,5.0
AP4NM1AP6FSXN,B00001X5AL,5.0
A366EEYIQBU9I5,B00001P4ZH,5.0
A3AE7K00NNS2K4,1400532620,5.0
AEQO36Q7H1RV,B00004THCZ,5.0
A1FBNFQQJ135D0,B00000JCT8,5.0
A3FGOOWBV8SUCA,B00000JCT8,5.0
A321JM892U291E,B00002N7FQ,1.0
AXAG5IY4ALJS5,1400532620,5.0
A1HLEJA9NGG4O4,1400501466,5.0
A3K2LLDVHSP7P1,B00003G1RG,5.0
A1RO3B665KQGLW,B00000J1UQ,5.0
A1I81MOVYHRAYS,B00004SB92,4.0
A2XS0F7QRN29P9,B00004RES4,5.0
A3OSHJ87MKBBWG,B00000J08Q,1.0
AKQH22TGT09GE,B000021YU8,5.0
A3QMJMTLJC34QC,B00003006R,4.0
ALB3XGDD20JBY,B00004SABB,5.0
AA7P2NEC94K79,B00001P4XA,4.0
AFT8Y6CDCGEDJ,B00004T8R2,4.0
A1U5NWJOYH2QQH,B00000JSGF,5.0
A9743XZGR2MBC,B00000J05A,2.0
A57U5PG0MITRS,B00001W0EQ,1.0
A1VGFVLWGGR4YX,B00000JDF6,4.0
A3F76C1Z9NCEQC,9573212919,3.0
A25IWZPDRE0NMQ,B00004S9WQ,3.0
A3L7TRIJ13ROR3,B00004THCZ,5.0
A3ORB4W3GI1YFG,B000001OMA,2.0
AP40C6G4T7D8N,B000035YC4,5.0
A2XKOE2ME2X25T,B00004RDMR,5.0
ATX1H1CFDRXEA,B00004TF4D,2.0
A1VH8NQ5ZD8Y2A,B00002EQCW,5.0
A35HJZ1AACVMKK,B00004SB92,3.0
ARG7WTYP8L66M,B00003G1RG,5.0
A2V2E0DSN1PRDQ,B00001WRSJ,5.0
AO7Q6120JLT0I,B00004SABB,4.0
A2VW6E1M1JP8JI,1400532655,3.0
A2OBRBYSY3AW19,B00001WRSJ,5.0
A2XXPQWHUTMBIZ,B00000I9HF,5.0
A191QO429221AA,B00000JFDW,1.0
A1WI9IDBAP8NDM,9573212919,1.0
A1LH9L9CVM7D84,B00004T8R2,5.0
A2M45W8X5AGO6U,B00001P4ZH,2.0
A3UWDEBSKQFM7V,B000023VUL,5.0
A52CNGFJTZZM4,B00001ZWXA,4.0
AEKNT5K9X1ZI1,B00001P4ZH,5.0
A2DX1DUFS7K1V0,B00000J1V8,4.0
A3QR5KBKZFDONP,B00001P4ZH,5.0
A1YL46JJF4L1V2,B00001WRSJ,5.0
A3PJS8BWMD973U,B00004SDFI,5.0
AJZRG0DTIQP2Y,B00000JD34,3.0
A10OJS6YZNT0L6,B00000J0D8,4.0
A1OLJ5QKLUG28D,B00004SABB,5.0
A1UEWPPJHPS17C,B00001P4ZH,4.0
A1RMPGNNAEJCVI,B00003CWG4,4.0
A3VBJO51D3APIC,B00003ZDJ7,2.0
AWGCL9DWX78ZE,9983891212,5.0
A1IRW1TVY4AHO6,B00000JI2G,1.0
A1O0XN6URYWOUO,B00001WRSJ,5.0
A3SUG1O5YSG659,B00001P4ZH,5.0
ALA9EIJ7G1SCF,B00004T8R2,5.0
A3F4S9I95HQ8QZ,B00000JBVO,5.0
AJXDCGBR8E9AD,1400599997,5.0
A2X99NSV2CMOFP,B00004RG6K,5.0
A13DUZ2YY9XNOO,B00001P4ZR,1.0
A2ZE9DN5LNZWMT,B00000JYLO,3.0
A3ML65E27YO2BG,B00004RDL5,5.0
ALPL479P6UIY5,B00000J3HB,4.0
A32SRPECRU5EOR,B00002SWHH,5.0
AWJM1UINK3UF3,1400599997,1.0
A1USN2GJ1LDS5,B00000DM9M,4.0
A2H9MHN7NSOV2E,B00004NKHY,5.0
A1TLCHF55B7452,B00004T8R2,5.0
A3VNBB2Q0ZRW3N,B00004SY5M,5.0
A3SE6G0CUFST9X,B00004TH2X,5.0
A2YCNI62WM6ED9,B00000JHWX,1.0
A3SJ9DLH45EZMK,B00001ZWXA,5.0
A3MMWWENH3Z7GS,B00000JDFM,5.0
A1N0D26IC1YHA0,B00004SABB,1.0
AVBL84K4NL1FX,B00000JHZQ,5.0
A4MQ4HZF3Q7JV,B00000J1EQ,4.0
A54J994HIFBOZ,B00001ZWXA,5.0
A3VIGSB7ZYPUUX,9983891204,5.0
A29CJQQHNW7WH7,B00000J1U8,5.0
AL47H8L17R0GG,B00004T8R2,5.0
A3UZ17HANZ9F1E,B00000J6WY,5.0
A5H4CLRFI3HYS,B000021YUO,1.0
AIBORXGDEY8RS,B00003CWDG,5.0
A2SM28JXD0Q3H8,8862935293,3.0
A1YZEEDWCHXZUU,B00000J1V3,2.0
A3T0MOVJN9OPVB,B00004RIPE,5.0
AP6EKBBO8U308,B0000222MY,5.0
A2SA5O8MTBXFY2,B00004T8R2,5.0
A1NOH5D81E57Z0,B00003GPVB,4.0
A3LVDB70Z5ZNP,B00004TDLD,5.0
A1FIY1WS58O7L1,B00004SD89,5.0
A1WMEVP3FN3F8J,7214047977,4.0
A2RGWCT6K2C3EZ,B00001P4WE,1.0
A1L74RP1NNZD3S,1400501466,5.0
A3V6V00I5Y4M3O,B00001P4X0,5.0
A1WKVJZ5V4L08N,B00001W0DI,5.0
A35WDKPPVINBAI,B00001P4ZH,5.0
A2Q6BH9KLCL7TJ,B00000JCTO,1.0
A10YZUINKZHDJW,B00001WRSJ,5.0
A3R85JHOR8H9OK,B00003CWDG,5.0
A382GY7OVWCARD,B00000K13L,5.0
A1ZOZWH78MNFXI,B00000J3NE,5.0
A3I1GZ3Z7AXSNZ,B00002EQCW,2.0
AEGJG8YT9GSTF,B00001WRSJ,4.0
A1EDQLA1DC9ZDB,B00000JHWX,5.0
ALUNVOQRXOZIA,B00003006X,5.0
A2AU7WTTTWU4H0,0972683275,5.0
A2EKF3MP7QETUS,B00004T8R2,4.0
A1THVYYKIYZAD7,B00000J08Q,1.0
A1X8HPQ2K8E7YM,B00004STHL,1.0
A74Z3Y2W1K79B,3936710058,5.0
A3UML8Z2X6YI8A,B00004T1XE,5.0
A27TQOIC5Y7F6O,1400698987,1.0
A2L1JQZXIHSV8M,B00000JDF6,5.0
A1Z0VDSYKCQTRH,B00004SABB,4.0
A35FYEU22IYSFV,B00001P4ZH,5.0
A13C4JTWDOSIF1,B00004TDLD,5.0
A2W2KKKUJON11Y,B00002EQD2,2.0
A2X42V5WGQN6T7,B00000J4VK,1.0
A3GAZFZ6TU6ZAI,B00004T8R2,5.0
ASHW5FOYAHUPW,B00000JXV3,1.0
A2QG6GHFWA51OY,B00001ZWXA,5.0
A1IF5UP2PK2T4U,B00004RDMR,5.0
A3O3WZWEE64TKF,B00004SB92,1.0
A36ARO7W03JMXV,B00001P4ZH,4.0
A1PBRDRW4WUCYM,B00004T1XE,3.0
A2CDG7JEL4W6IC,0972683275,5.0
ACH1HJAM7UIZR,B00004SB92,5.0
A2XMUCJWMWFTDH,B00004T8R2,4.0
A34GPKMTLI9E78,B00004L8IG,4.0
A2FQMQ0IYTYFWV,B00001ZT4H,5.0
AYRAJKPKSORP4,B00004RIUB,3.0
A1PJ9XUMQVHGJY,B00000J0ND,4.0
APBICPEUMXUVO,B00004RG6K,1.0
A3FG4UJ6YPKV8S,B00000J1U8,5.0
